[[0 0 0 0 2 0 1 0 0]],2,1,[[0 0 1 0 2 0 1 0 0]]
[[0 0 1 0 2 0 1 0 2]],6,-20,[[0 0 1 0 2 0 1 0 2]]
[[0 0 0 0 0 0 0 0 0]],2,1,[[0 0 1 0 0 0 0 0 0]]
[[2 0 1 0 0 0 0 0 0]],1,1,[[2 1 1 0 0 0 0 0 0]]
[[2 1 1 0 0 0 0 2 0]],8,1,[[2 1 1 0 0 0 0 2 1]]
[[2 1 1 0 0 0 2 2 1]],4,1,[[2 1 1 0 1 0 2 2 1]]
[[2 1 1 0 1 2 2 2 1]],3,-5,[[2 1 1 1 1 2 2 2 1]]
[[0 0 0 0 0 0 0 0 0]],3,1,[[0 0 0 1 0 0 0 0 0]]
[[0 0 0 1 0 0 0 0 2]],1,1,[[0 1 0 1 0 0 0 0 2]]
[[0 1 0 1 0 0 2 0 2]],2,1,[[0 1 1 1 0 0 2 0 2]]
